,FName,LName,DOB,OrderDate
93743,Mario,McKenzie,11/2/1974,2/27/1910
93744,Jeffery,Matthews,8/19/1965,4/25/1961
93745,Herman,Weber,2/8/1997,10/8/2006
93746,Alma,Reid,10/22/1983,9/27/2033
93747,Randy,Hudson,5/22/1973,3/15/1904
93748,Bradley,Simpson,7/6/1953,3/20/2063
93749,Nina,Bates,1/26/1989,11/16/1975
93750,Mable,Hayes,8/14/1993,8/24/1909
93751,Gilbert,Washington,6/6/1977,2/11/1985
93752,Dale,Duncan,11/13/1962,6/10/2059
93753,John,Gibbs,9/1/1989,10/11/2053
93754,Alex,Beck,10/15/1960,10/16/1927
93755,Theodore,Maxwell,3/6/1989,3/27/2061
93756,John,Rice,4/12/1967,2/17/2058
93757,Chad,Bennett,9/23/1972,3/23/2002
93758,Tom,Morrison,10/1/1980,5/31/1959
93759,Joel,Stevens,3/7/1961,8/11/1931
93760,Francis,Craig,9/20/1969,7/22/2015
93761,Brent,Shaw,11/4/1961,12/2/1982
93762,Hallie,Perry,7/29/1989,11/13/1929
93763,Hilda,Watts,8/7/1978,8/22/1931
93764,Jay,Gibbs,12/17/1979,8/12/2021
93765,Addie,Poole,1/25/1996,11/30/2059
93766,Lela,Doyle,5/14/1961,2/5/1965
93767,Trevor,Norris,3/19/1953,4/12/1969
93768,Joshua,Guzman,4/29/1981,1/1/1937
93769,Leonard,Brown,1/31/1974,5/6/2025
93770,Lelia,Barber,12/4/1967,1/29/1939
93771,Cody,Alexander,4/6/1995,2/19/1921
93772,Jessie,Casey,5/21/1999,11/9/1993
93773,Mae,Phillips,11/27/1992,6/30/2014
93774,Oscar,Hopkins,12/29/1993,4/10/1979
93775,Angel,Dennis,12/8/1980,2/8/1987
93776,Isabel,Jensen,10/14/1968,4/10/1945
93777,Clara,Guzman,11/14/1984,12/25/1945
93778,Mary,Chavez,4/10/1957,7/8/2046
93779,Todd,Bennett,2/16/1958,7/31/2063
93780,Clarence,Aguilar,7/27/1963,10/23/1903
93781,Olga,Ortega,11/9/1974,8/11/2065
93782,Kate,Mann,9/15/1970,9/13/1917
93783,Eugene,Keller,3/13/1979,2/19/1945
93784,Peter,Marsh,9/2/1970,4/19/1975
93785,Bessie,Jensen,1/6/1957,10/5/2010
93786,Theresa,Lambert,8/23/1962,6/13/1946
93787,Gerald,Rogers,10/31/1982,7/5/1947
93788,Virginia,Becker,9/2/1978,7/22/2059
93789,Leah,Olson,9/25/1956,6/30/1936
93790,Theresa,Dawson,9/27/1976,8/20/1929
93791,Ada,Willis,8/21/1972,7/20/1984
93792,Brent,Paul,9/26/1962,11/6/1952
93793,Carrie,Perkins,5/8/1988,12/18/2034
93794,Amy,Roberson,3/9/1956,8/14/1915
93795,Francis,Robbins,12/10/1956,8/27/1932
93796,Francis,Mack,1/13/1993,5/7/2023
93797,Elijah,Sherman,5/11/1960,12/9/1968
93798,Lily,Abbott,4/14/1995,4/25/1947
93799,Cody,Harper,10/8/1987,8/24/2035
93800,Christine,Gray,7/19/1988,1/20/2035
93801,Rose,Hernandez,6/22/1998,10/19/2066
93802,Claudia,Norton,3/24/1999,1/13/2017
93803,Kathryn,Ray,8/17/1996,10/27/2004
93804,Herman,Norman,11/22/1969,2/25/1965
93805,Randall,Smith,11/26/1995,2/11/2025
93806,Ora,Burgess,9/12/1973,3/18/2052
93807,Juan,Mills,1/18/1987,2/25/2011
93808,Bettie,Harris,4/23/1981,5/21/2012
93809,Isabel,Farmer,5/12/1985,4/7/1904
93810,Jean,Goodwin,11/6/1969,6/12/1944
93811,Minnie,Moss,10/14/1985,8/13/1935
93812,Olive,Snyder,9/3/1967,7/11/1908
93813,Bertie,Webb,7/30/1986,7/24/2010
93814,Miguel,Peters,11/2/1959,5/14/1920
93815,Nancy,Edwards,4/19/1996,6/4/1927
93816,Marion,Caldwell,8/11/1995,4/18/2024
93817,Kate,Sandoval,12/26/1999,2/28/2031
93818,Lottie,Walker,2/7/1969,11/6/1971
93819,Caroline,Williamson,3/8/1961,7/25/1906
93820,Lela,Fox,5/21/1992,6/9/1969
93821,Bernard,Morrison,2/21/1994,4/9/1926
93822,Ruth,Watkins,8/17/1985,8/28/1995
93823,Mattie,Moran,5/21/1954,5/28/2046
93824,Ronald,Griffith,2/11/1967,10/3/1956
93825,Nell,Morales,5/7/1954,3/14/1974
93826,Lillian,Robinson,7/10/1968,3/30/2018
93827,Roger,Harrington,2/3/1957,6/15/1927
93828,Lily,Simmons,5/14/1960,2/7/2052
93829,Eva,Graves,9/2/1953,8/5/1917
93830,Gilbert,Garza,6/4/1993,10/25/1964
93831,Ellen,Neal,1/22/1981,4/20/1994
93832,Florence,Bates,4/12/1973,12/22/2036
93833,Evan,Sutton,7/6/1989,11/16/1969
93834,Clifford,Carlson,6/3/1996,2/1/1940
93835,Lizzie,Ingram,5/16/1961,2/20/2020
93836,Jennie,Hart,3/5/1968,12/27/1901
93837,Kate,Glover,4/12/1977,12/18/1961
93838,Randall,Cruz,11/10/1983,10/18/1923
93839,Adrian,Strickland,6/7/1998,6/26/2031
93840,Herbert,McCormick,12/24/1981,1/11/1902
93841,Christine,Griffith,6/17/1972,5/17/1907
93842,Amy,Vargas,7/20/1981,2/4/1969
93843,Jim,Hernandez,12/13/1976,8/7/2057
93844,Aaron,Fleming,5/25/1963,12/29/1993
93845,Victor,Strickland,4/23/1956,3/26/1927
93846,Myra,Parker,9/5/1993,4/19/1939
93847,Belle,Soto,1/4/1958,6/7/1904
93848,Inez,Johnston,10/28/1998,2/10/2066
93849,Nannie,Watkins,8/24/1962,6/27/1953
93850,Jackson,Freeman,11/9/1952,12/20/1998
93851,Caroline,Kennedy,8/5/1964,10/5/1972
93852,Sam,Bass,11/25/1995,1/22/1994
93853,Alvin,Pratt,8/11/1976,1/30/1956
93854,Cora,Riley,4/11/1998,5/26/1924
93855,Lucy,Guzman,3/3/1980,5/14/2023
93856,Effie,Coleman,11/2/1960,10/27/1985
93857,Lida,Vega,5/10/1988,6/17/2001
93858,Lelia,Alvarado,3/21/1970,6/24/1966
93859,Victoria,Waters,11/7/1971,11/19/1929
93860,Nettie,Alvarado,11/5/1964,3/19/2014
93861,Carolyn,Vargas,3/6/1983,11/28/1971
93862,Stanley,Bradley,2/1/1952,2/1/1927
93863,Lily,Nelson,10/24/1998,1/19/1971
93864,Janie,Nelson,7/8/1964,9/11/2065
93865,Maurice,Reed,3/24/1996,5/8/1982
93866,Lula,Kelley,12/19/1953,1/19/1985
93867,Patrick,Chambers,8/28/1980,11/28/1978
93868,Lou,Lewis,4/11/1993,8/4/2002
93869,Jared,Holloway,7/14/1970,2/27/1917
93870,Walter,Bryan,6/6/1987,11/9/1949
93871,Calvin,Washington,9/26/1988,3/22/1920
93872,Flora,Thornton,6/18/1985,3/3/2054
93873,Maud,Hodges,11/26/1953,6/27/1952
93874,Eugene,Summers,9/6/1978,3/3/2047
93875,Adelaide,Hall,11/12/1971,10/31/2048
93876,Jason,Nunez,8/2/1968,10/29/2059
93877,Raymond,Goodman,12/28/1968,8/4/2063
93878,Ellen,Roberson,10/21/1998,7/25/2070
93879,Lou,Sanders,3/7/1991,9/22/1976
93880,Cora,Huff,11/10/1960,9/17/1942
93881,Estella,Garza,10/15/1980,11/7/1995
93882,Ray,Arnold,8/6/1955,8/17/1969
93883,Billy,Morrison,4/4/1970,5/30/1972
93884,Nora,Shaw,7/26/1990,2/10/2050
93885,Amy,Massey,3/19/1973,3/29/2068
93886,Genevieve,Turner,1/17/1987,1/28/1997
93887,Jay,Carroll,4/24/1987,6/12/1942
93888,Gavin,Wright,10/17/1968,7/12/2048
93889,Charles,Hayes,11/1/1989,4/2/1995
93890,John,Schmidt,5/3/1954,9/23/2017
93891,Adele,Yates,2/17/1970,10/6/2002
93892,Bernard,McGee,7/14/1954,8/27/2020
93893,Russell,Reid,6/20/1983,6/22/1955
93894,Cornelia,Simpson,5/30/1998,7/8/1940
93895,Lillian,Parks,5/20/1953,6/17/1970
93896,Randy,Wheeler,8/29/1962,4/27/2016
93897,Christina,McBride,10/11/1954,10/13/1923
93898,Teresa,Wade,11/2/1980,5/6/2057
93899,Zachary,Lane,4/22/1952,6/21/2014
93900,Clifford,Ramsey,6/30/1992,3/24/1997
93901,Gabriel,Allen,12/27/1991,2/16/1936
93902,Edward,Brown,11/24/1977,4/26/1956
93903,Jonathan,Ross,12/7/1995,2/27/1973
93904,Rosalie,Guerrero,12/29/1953,9/25/2007
93905,Roger,Ward,12/20/1972,4/19/2009
93906,Floyd,Hines,1/5/1977,10/20/1974
93907,Lora,Foster,5/26/1971,8/9/1917
93908,Sam,Ray,2/1/1989,5/2/2049
93909,Russell,Rogers,8/26/1964,5/6/2061
93910,Ida,Ramos,2/6/1998,10/6/2058
93911,Ralph,Anderson,12/12/1960,8/19/2054
93912,Beulah,Cole,1/6/1965,7/31/1989
93913,Donald,Horton,6/26/1977,3/25/1919
93914,Norman,Bates,11/6/1959,7/3/2003
93915,Lelia,Butler,8/9/1995,6/8/1981
93916,Dennis,Reese,10/30/1966,11/17/2001
93917,Nathaniel,Schultz,8/24/1970,7/14/1920
93918,Nina,Larson,8/27/1960,6/6/1999
93919,Mildred,Daniel,11/7/1988,7/21/1977
93920,Danny,Ford,2/17/1956,5/5/1970
93921,Dorothy,Wong,2/14/1991,10/13/2060
93922,Nelle,Norman,9/19/1959,10/15/2048
93923,Cynthia,Woods,10/3/1956,2/21/1988
93924,Katherine,Lopez,8/28/1964,6/22/1949
93925,Leo,Reynolds,3/21/1975,12/11/1997
93926,Ryan,Benson,9/27/1999,12/23/2012
93927,Betty,Vaughn,11/21/1953,9/24/1980
93928,Troy,Castro,4/5/1977,5/23/2060
93929,Cole,Alvarez,1/13/1969,12/15/2051
93930,Olive,Hammond,8/29/1959,2/13/1919
93931,Elijah,Morton,10/19/1972,12/10/1919
93932,Blake,Dawson,9/16/1967,2/1/2024
93933,Jack,Anderson,6/27/1959,2/18/2011
93934,Della,Morales,9/25/1960,8/27/2000
93935,Gertrude,Daniel,10/4/1953,5/23/2014
93936,Philip,Williams,8/15/1981,11/2/1930
93937,Josephine,Diaz,2/16/1988,6/24/2012
93938,Eleanor,Ramos,4/17/1957,10/20/2003
93939,Vernon,Ingram,1/10/1965,5/8/1938
93940,Marian,Rhodes,2/17/1962,5/20/2058
93941,Noah,Sanchez,9/25/1961,5/28/1946
93942,Cory,Brewer,1/22/1953,7/10/1905
93943,Emilie,Warner,3/2/1979,5/1/1996
93944,Ruth,Manning,4/20/1966,2/5/1985
93945,Nina,Ford,10/13/1987,10/8/2004
93946,Fred,Floyd,5/13/1959,7/14/1945
93947,Loretta,Rivera,2/6/1953,6/28/2047
93948,Herbert,Ramirez,3/28/1978,6/5/2041
93949,Jason,Garza,2/19/1993,10/10/1909
93950,Stella,Walsh,10/7/1985,11/6/1975
93951,Nelle,Brooks,6/18/1965,11/12/1963
93952,Winifred,Richards,7/25/1990,1/17/1969
93953,Teresa,Smith,2/13/1990,7/18/1935
93954,Lloyd,May,9/21/1990,10/23/1966
93955,Daisy,Carson,8/23/1972,4/20/1959
93956,Angel,Flores,9/7/1987,5/27/2070
93957,Ivan,Mann,11/18/1953,7/28/1930
93958,Edna,Rowe,9/13/1991,2/13/2052
93959,Gabriel,Anderson,6/19/1999,4/6/1987
93960,Chase,Hall,8/28/1996,3/13/1929
93961,Bobby,Reid,7/12/1977,1/22/1989
93962,Clyde,Warner,3/31/1984,9/19/1959
93963,Lydia,Morton,5/11/1991,2/17/2048
93964,Ethan,Miller,10/28/1998,2/25/1974
93965,Erik,Rodriquez,8/1/1959,7/8/1947
93966,Rosa,Walsh,3/2/1986,1/10/1972
93967,Shane,Garner,3/20/1974,10/3/1917
93968,Micheal,Reeves,6/12/1952,7/25/1980
93969,Lucas,Byrd,3/19/1981,12/4/2052
93970,Mason,Ellis,7/29/1954,2/26/2053
93971,Etta,Fowler,11/11/1997,12/20/1922
93972,Lenora,Weber,6/20/1981,2/2/1916
93973,Gussie,Gibbs,7/14/1984,3/24/1909
93974,Eva,Bishop,2/2/1956,4/3/2009
93975,Teresa,Carson,7/5/1979,12/7/1955
93976,Francis,Harmon,4/7/1977,7/6/1994
93977,Clyde,Todd,3/18/1961,7/11/1955
93978,Daniel,Lee,2/28/1994,8/15/2023
93979,James,Frazier,3/18/1994,9/13/2017
93980,Eugene,Watkins,10/31/1971,1/15/1973
93981,Lily,Atkins,11/4/1979,12/8/1923
93982,Rhoda,Olson,5/12/1987,9/24/2024
93983,Gabriel,Hughes,1/14/1972,5/14/1955
93984,William,Payne,1/21/1989,2/4/2065
93985,Milton,Joseph,11/14/1966,7/22/1941
93986,Lida,Lambert,5/2/1982,11/7/1988
93987,Edward,Norris,1/5/1971,12/12/2066
93988,Lucille,Schwartz,12/23/1994,4/10/1921
93989,Grace,Porter,4/1/1977,2/13/1937
93990,Ruby,Carr,10/24/1993,5/2/2023
93991,Sylvia,Hall,6/9/1999,1/12/2065
93992,Raymond,Potter,5/12/1989,10/8/2027
93993,Tyler,Figueroa,5/25/1970,1/18/1987
93994,Blanche,Russell,5/29/1957,2/23/2025
93995,Nellie,Vargas,5/17/1980,12/5/1917
93996,Dollie,Mills,2/11/1956,1/30/1990
93997,Olive,Lane,3/12/1952,1/7/1914
93998,Rebecca,Washington,8/30/1996,8/17/1994
93999,Augusta,Daniels,12/8/1983,8/29/1995
94000,Susan,Curtis,10/27/1973,4/2/1957
94001,Barry,Mack,6/11/1992,6/15/2027
94002,Alvin,Huff,7/31/1957,4/20/1995
94003,Jonathan,Wagner,7/20/1978,9/3/2039
94004,Alex,Vasquez,3/14/1962,4/3/1946
94005,Virginia,Santos,8/7/1987,6/22/1943
94006,Marian,Fletcher,2/10/1973,6/30/2004
94007,Nathan,Frank,7/24/1961,10/20/2023
94008,Travis,Parks,1/13/1960,9/11/1964
94009,Harold,Morales,12/23/1998,6/16/1961
94010,Chris,McKinney,5/31/1956,8/24/1987
94011,Dylan,Burns,7/14/1991,12/22/1968
94012,Nathan,Fitzgerald,12/17/1956,6/21/2017
94013,Viola,Diaz,4/20/1999,8/26/2016
94014,Manuel,Baldwin,1/7/1958,5/14/2029
94015,Dale,Doyle,5/20/1997,3/1/2066
94016,Ivan,Alvarez,8/10/1996,2/18/1932
94017,Rosetta,Thomas,12/29/1963,9/27/1945
94018,Allen,Bailey,1/23/1961,4/15/1916
94019,Nellie,McGee,8/9/1968,8/5/2030
94020,Chester,Fields,10/27/1952,8/10/1928
94021,Lena,Sharp,6/29/1961,6/21/2011
94022,Hannah,Mack,12/31/1992,8/25/2018
94023,Christine,Richards,10/24/1983,3/6/2067
94024,Fanny,Lawson,11/24/1983,8/19/1924
94025,Mike,Diaz,12/18/1995,5/13/1991
94026,Bernice,Watson,5/15/1957,7/31/1970
94027,Minerva,Garcia,12/14/1971,6/12/1941
94028,Lily,Gilbert,12/8/1989,7/27/1939
94029,Polly,Page,12/5/1986,2/9/1939
94030,Lenora,Conner,4/27/1960,2/25/1956
94031,Winnie,Vaughn,5/12/1996,10/12/2023
94032,Augusta,Moss,7/19/1979,7/7/1971
94033,Nell,Gomez,12/25/1986,1/29/1910
94034,Tyler,Mack,6/10/1987,7/12/1944
94035,Claudia,Diaz,4/8/1960,9/10/1983
94036,Fanny,Lyons,7/26/1966,3/3/1964
94037,Ricky,Todd,8/2/1955,1/3/1961
94038,Matthew,Hernandez,12/1/1954,11/26/1957
94039,Mario,Munoz,1/20/1952,12/16/1936
94040,Bertha,Erickson,6/20/1990,2/4/1945
94041,Theresa,Hampton,12/28/1996,7/3/2070
94042,Katherine,Burgess,5/15/1955,6/24/1949
94043,Lucille,Armstrong,7/24/1952,7/13/2069
94044,David,Norris,8/21/1961,8/18/1940
94045,Jordan,Pittman,1/10/1993,7/18/2024
94046,Barbara,Butler,7/21/1960,9/29/1912
94047,Ada,Dixon,10/30/1992,6/24/1972
94048,Lola,Greene,9/23/1983,4/25/1942
94049,Owen,Norris,1/21/1994,6/11/2033
94050,Mattie,Rowe,9/16/1980,4/19/2062
94051,Gabriel,Hopkins,9/2/1957,9/10/1913
94052,Corey,Murray,12/29/1975,10/16/1920
94053,Timothy,Jimenez,12/22/1963,2/11/1917
94054,Ronald,Berry,11/9/1988,12/20/1907
94055,Jose,Santiago,11/16/1958,4/26/1972
94056,Clarence,Figueroa,10/18/1954,8/1/2036
94057,Johanna,Ford,11/21/1977,7/8/1946
94058,Lucas,Manning,12/9/1970,6/11/1947
94059,Loretta,Hernandez,2/1/1986,5/13/2018
94060,Curtis,Fletcher,1/23/1990,10/28/2005
94061,Caleb,Ford,11/5/1997,6/1/1921
94062,Garrett,Cox,2/19/1971,8/12/2015
94063,Maria,Simon,7/31/1974,10/23/1975
94064,Stella,Morgan,6/8/1990,4/1/1967
94065,Madge,Young,10/26/1960,4/3/1941
94066,Dorothy,Dunn,4/20/1970,3/24/1911
94067,Nelle,Burton,7/23/1985,6/7/1954
94068,Cora,Powell,8/2/1971,1/21/1998
94069,Melvin,Munoz,10/21/1962,9/15/2063
94070,Gordon,Wood,9/18/1980,7/8/2058
94071,Antonio,Hardy,10/28/1995,4/18/2053
94072,Jeremy,Ball,8/26/1992,10/8/2065
94073,Lela,Lawson,7/24/1991,9/18/2059
94074,Harriett,Turner,2/23/1976,8/21/1957
94075,Roger,Collier,1/26/1992,6/30/1907
94076,Alan,Griffith,4/16/1994,9/16/2056
94077,Jeanette,Summers,10/31/1962,8/4/1972
94078,Mary,Collins,3/7/1954,4/8/1996
94079,Lewis,Bennett,4/27/1998,6/5/1912
94080,Olga,Cruz,12/31/1992,11/16/1953
94081,Kevin,Phelps,12/24/1959,6/2/2069
94082,Cole,Malone,9/22/1988,11/4/1971
94083,Sara,Farmer,1/18/1998,1/20/1900
94084,Cornelia,Newman,8/14/1968,6/2/2046
94085,Walter,Freeman,10/27/1982,6/24/2029
94086,Rodney,Hudson,3/6/1960,3/11/1992
94087,Steven,Allison,8/23/1998,8/8/2035
94088,Albert,Watkins,2/1/1978,10/20/2027
94089,May,Jimenez,12/14/1958,9/27/1968
94090,Steven,Hodges,3/17/1980,6/7/1985
94091,Dorothy,Ross,10/24/1979,5/16/2046
94092,Stanley,Fuller,3/23/1959,5/2/1965
94093,Johnny,Ramsey,10/4/1985,7/7/2007
94094,Bruce,McCarthy,4/3/1987,9/19/1984
94095,Isaac,Blake,3/10/1977,7/16/2023
94096,Gordon,Obrien,6/16/1971,7/24/2012
94097,Derek,Schwartz,5/12/1956,8/20/2052
94098,Johanna,Williams,12/22/1962,9/3/2033
94099,Dean,Carpenter,4/15/1989,3/8/2013
94100,Essie,Nguyen,11/8/1975,1/16/1976
94101,Augusta,Dixon,2/24/1971,9/18/1982
94102,Thomas,Green,7/10/1969,11/14/1986
94103,Phillip,Singleton,1/21/1982,7/1/1948
94104,Julian,Larson,4/2/1983,10/6/2026
94105,Fred,Fleming,3/1/1982,8/4/1922
94106,Mabelle,Gilbert,2/6/1955,7/2/1931
94107,Estelle,Phelps,3/14/1957,2/22/1929
94108,Effie,Gross,4/5/1973,11/3/1994
94109,Eliza,Holt,5/16/1979,10/11/2029
94110,Alan,Rhodes,5/13/1987,11/14/2030
94111,Tony,Hamilton,7/1/1957,11/1/2059
94112,Carl,Dawson,1/1/1970,6/14/1949
94113,Theodore,Hernandez,5/23/1998,9/7/1927
94114,Mable,Rhodes,9/1/1990,6/18/2063
94115,Dean,Lane,6/8/1952,6/23/2037
94116,Stephen,Roy,5/30/1958,3/1/1947
94117,Fred,Pope,4/10/1989,5/25/2028
94118,Hallie,Ferguson,11/11/1999,3/1/2016
94119,Floyd,Daniel,2/8/1994,12/27/2020
94120,Bruce,Crawford,4/9/1961,9/2/2004
94121,Ronald,Osborne,1/8/1987,3/30/1924
94122,Kenneth,Pittman,1/4/1965,6/30/1954
94123,James,Cross,8/28/1966,2/25/2050
94124,Charlotte,Erickson,8/23/1953,7/28/1961
94125,Chris,Weaver,9/13/1956,7/29/1907
94126,Luella,Spencer,5/24/1961,7/3/1917
94127,Nathan,Dean,2/11/1988,9/8/2046
94128,Jessie,Leonard,8/14/1975,11/8/2006
94129,Helen,Wilkins,7/23/1991,12/16/2055
94130,Dustin,Williamson,7/10/1965,5/8/1954
94131,Douglas,Greer,6/6/1981,11/13/1972
94132,Ann,Cox,11/29/1979,8/14/1988
94133,Nina,Brock,8/28/1952,4/11/1917
94134,Rena,Drake,11/1/1991,9/5/1917
94135,Marion,Davis,4/16/1975,9/23/1989
94136,Warren,Reyes,1/22/1965,5/19/1925
94137,Leroy,Watkins,5/5/1956,8/6/2003
94138,Lee,Higgins,6/19/1998,12/2/2066
94139,Maurice,Hamilton,9/1/1972,2/20/2000
94140,Olive,Hopkins,8/26/1957,12/5/1902
94141,Sarah,Morrison,9/27/1994,11/25/2013
94142,Maria,Turner,12/30/1975,6/8/2047
94143,Donald,Foster,10/22/1971,4/4/2000
94144,Augusta,Goodwin,4/10/1983,3/15/1931
94145,Ryan,Bush,10/16/1978,1/28/2051
94146,Jose,Mack,4/16/1957,8/19/2045
94147,Stella,Wagner,9/9/1974,1/10/1909
94148,Cordelia,Sullivan,1/22/1967,10/30/2030
94149,Jim,Gray,6/19/1977,5/5/1995
94150,Aaron,Buchanan,8/30/1994,4/11/1938
94151,Clifford,Adkins,6/10/1996,3/24/2067
94152,Clifford,Copeland,11/3/1992,5/12/2036
94153,Clayton,Parsons,3/6/1968,11/30/2036
94154,Elmer,Hill,4/4/1984,4/25/1908
94155,Edith,Spencer,4/21/1957,12/20/1940
94156,Harold,Flowers,1/13/1985,7/22/2060
94157,Louis,Jenkins,8/18/1987,6/20/2017
94158,Georgie,Watson,12/8/1985,11/10/1971
94159,Dale,Owen,5/28/1977,9/8/2039
94160,Lewis,Willis,2/7/1982,3/7/2056
94161,Nettie,Barker,8/24/1966,6/20/1975
94162,Jean,Buchanan,5/31/1986,8/5/1935
94163,Brian,Rogers,5/14/1987,1/25/1980
94164,Shawn,Wolfe,8/3/1994,11/26/1929
94165,Maurice,Johnson,4/27/1960,6/22/1969
94166,Terry,Hunter,5/23/1989,7/7/1938
94167,Nathan,Murray,2/8/1967,5/11/1931
94168,Eugenia,Alvarez,9/30/1979,10/3/2068
94169,Erik,Goodwin,1/6/1975,2/7/1945
94170,Hilda,Lucas,5/10/1966,3/11/2016
94171,Benjamin,Douglas,3/3/1994,12/9/1951
94172,Alice,Larson,2/21/1998,9/9/1921
94173,Patrick,Schneider,1/28/1963,3/5/2033
94174,Justin,Riley,6/23/1980,6/18/1921
94175,Rosalie,Parsons,11/15/1974,6/6/2017
94176,Hilda,Norris,11/22/1979,12/7/2045
94177,Ella,Lucas,1/25/1966,4/4/1960
94178,Nell,Lane,8/22/1960,8/23/1926
94179,Amy,Bell,6/10/1994,5/12/2051
94180,Clarence,Richardson,6/7/1960,5/21/1975
94181,Charlotte,Ball,8/30/1952,5/5/1963
94182,Luella,Bennett,5/6/1989,11/8/2048
94183,Gerald,Vasquez,5/22/1968,6/30/2060
94184,Leonard,Newman,12/20/1989,2/2/2039
94185,Nathaniel,Lawson,5/30/1965,7/1/1965
94186,Isaiah,Boone,2/28/1955,6/18/1991
94187,Christopher,Moore,2/2/1957,8/19/1984
94188,Katharine,Moss,7/18/1973,9/2/1985
94189,Noah,Cross,1/13/1993,6/14/1929
94190,Chris,Tucker,3/12/1983,1/25/1976
94191,Patrick,Ross,2/25/1993,5/19/1954
94192,Luis,Dixon,1/9/1954,5/26/2040
94193,Agnes,Curtis,1/23/1982,3/8/1989
94194,Louisa,Robinson,6/17/1972,4/7/1981
94195,Edna,Russell,5/18/1991,12/8/1914
94196,Jeff,Clarke,6/1/1964,12/20/2019
94197,Minerva,Burke,12/18/1992,2/25/1927
94198,Leon,King,10/14/1964,7/14/1933
94199,Johnny,Singleton,11/28/1995,10/2/1924
94200,Emily,Casey,1/12/1959,10/7/2038
94201,Tom,Haynes,8/30/1989,9/10/1916
94202,Adelaide,Morgan,2/9/1961,2/15/2007
94203,Celia,Hamilton,4/26/1988,3/1/2061
94204,Annie,Washington,9/16/1953,3/11/1986
94205,Lura,McKinney,2/21/1984,7/19/1906
94206,Mattie,Mann,4/9/1967,4/10/1976
94207,Isaac,Jackson,9/5/1968,12/15/2049
94208,Jonathan,Ingram,2/8/1971,4/28/2058
94209,Elnora,Gordon,5/26/1967,8/7/1941
94210,Robert,Ruiz,6/19/1967,12/1/2069
94211,Agnes,Elliott,7/26/1969,3/30/1976
94212,Clayton,Weber,1/7/1965,11/18/2057
94213,Bess,Lyons,12/16/1988,6/16/2007
94214,Madge,Murphy,10/27/1997,4/9/1963
94215,Ophelia,Drake,11/13/1993,4/13/1962
94216,Bill,Castro,10/2/1981,5/19/2040
94217,Curtis,Robinson,9/10/1966,12/19/2011
94218,Brian,Potter,10/1/1985,3/14/2058
94219,Caroline,Walters,8/21/1976,11/14/1991
94220,Frances,Miles,2/16/1969,2/7/1922
94221,Josie,Maldonado,5/7/1966,5/19/1915
94222,Terry,Gonzales,2/2/1961,6/20/2026
94223,Earl,Wood,6/21/1957,6/7/2032
94224,Edith,Stanley,8/27/1974,10/21/1997
94225,Etta,Erickson,9/21/1988,7/26/1904
94226,Aaron,McCarthy,6/8/1992,8/21/1913
94227,Victor,Jennings,8/8/1956,12/5/1977
94228,Kathryn,Herrera,1/16/1957,2/17/2000
94229,Hunter,Beck,4/6/1986,12/23/1912
94230,Cameron,Romero,9/23/1959,8/9/2009
94231,Cornelia,Barker,10/28/1959,1/26/1977
94232,Tillie,Valdez,7/27/1998,7/5/1952
94233,Adam,Morrison,3/17/1985,5/19/1923
94234,Louisa,Rodriquez,9/17/1979,5/20/2054
94235,Johanna,Lee,1/31/1952,8/13/2062
94236,Isabel,Bradley,9/8/1966,10/2/2014
94237,Luis,Joseph,12/25/1996,2/21/2044
94238,Jared,Griffith,1/8/1980,7/15/1913
94239,Lucinda,Goodwin,6/12/1969,9/18/2048
94240,Delia,Newman,8/25/1972,5/13/1975
94241,Ora,Burns,1/20/1994,4/12/2004
94242,Nellie,Mitchell,12/19/1977,12/30/1961
94243,Walter,Shaw,1/28/1959,8/9/1991
94244,Ola,Curtis,4/17/1995,2/9/1928
94245,Clarence,Vasquez,4/2/1972,9/13/1902
94246,Madge,Rowe,3/3/1987,5/11/2033
94247,Christian,Armstrong,2/7/1999,1/21/1923
94248,Winifred,Fitzgerald,6/12/1992,4/7/2022
94249,Peter,Rogers,5/7/1978,12/17/1924
94250,Bertie,Patrick,6/19/1980,7/18/2006
94251,Alejandro,Walker,6/23/1975,4/9/1954
94252,Cornelia,Thomas,12/3/1967,7/11/2038
94253,Belle,Norris,9/30/1980,4/13/1968
94254,Maud,Walton,4/13/1953,3/18/1989
94255,Louis,Jefferson,9/19/1985,8/27/2020
94256,Winifred,Bridges,4/19/1992,10/20/1961
94257,Jim,Obrien,9/25/1953,8/31/1984
94258,Harriet,Castillo,2/15/1981,12/2/2025
94259,Martha,Walters,2/6/1985,3/9/2043
94260,Harriet,Love,9/29/1964,3/7/1908
94261,Amy,Burns,3/28/1970,1/3/2006
94262,Jose,Foster,1/8/1991,6/9/2051
94263,Lola,Dean,12/19/1996,11/30/1936
94264,Cecelia,Miller,3/30/1982,6/24/2068
94265,Etta,Cole,9/27/1987,6/11/2039
94266,Lela,Evans,5/20/1990,3/15/2061
94267,Lou,Love,10/22/1958,7/15/2031
94268,Duane,Robbins,5/27/1957,8/6/1975
94269,Andrew,Quinn,7/14/1988,5/18/1986
94270,Connor,Myers,1/20/1975,4/28/2020
94271,Hannah,Phelps,11/18/1973,5/9/2051
94272,Mae,Garza,4/16/1997,1/16/1938
94273,Pearl,Mills,3/5/1959,8/4/1901
94274,Alta,Gordon,3/19/1955,11/22/1920
